Date,portfolio_return
2020-01-02,-0.025698922682504878
2020-01-03,0.035647858441692215
2020-01-04,0.005665785535337645
2020-01-05,0.004332183810919545
2020-01-06,0.10814857198981609
2020-01-07,-0.009447680456141673
2020-01-08,-0.019186851926324633
2020-01-09,-0.021234880705895014
2020-01-10,0.03624799783108884
2020-01-11,-0.006129639903092751
2020-01-12,0.01826877190978793
2020-01-13,-0.0116245922297383
2020-01-14,0.09800124298649052
2020-01-15,-0.006092844934410055
2020-01-16,-0.015895689158598278
2020-01-17,0.03847162976072303
2020-01-18,0.0138239653992634
2020-01-19,-0.03013562495752758
2020-01-20,-0.008509398755036477
2020-01-21,0.014721407189505249
2020-01-22,-0.005484267472083575
2020-01-23,-0.03907817101296823
2020-01-24,-0.0082403377729543
2020-01-25,-0.010980300481798471
2020-01-26,0.04094281574666273
2020-01-27,0.012274226792134165
2020-01-28,0.03695489317799487
2020-01-29,-0.009497258161387167
2020-01-30,0.029792880866763342
2020-01-31,-0.01767827635402099
2020-02-01,0.007898556168502121
2020-02-02,0.025702405070255795
2020-02-03,0.009404994157986808
2020-02-04,0.030336445660861664
2020-02-05,0.04204129742076735
2020-02-06,0.015645240409950297
2020-02-07,-0.005366515292995084
2020-02-08,-0.003112841806157723
2020-02-09,0.020760558066284882
2020-02-10,-0.028504013871969016
2020-02-11,0.026072749895328345
2020-02-12,0.06466621202569203
2020-02-13,0.04874531072755508
2020-02-14,0.020382912733300035
2020-02-15,-0.07241812231637909
2020-02-16,-0.02457166529191848
2020-02-17,-0.027487014671220434
2020-02-18,0.041634542579767765
2020-02-19,-0.06291425570905707
2020-02-20,-0.014033387376349255
2020-02-21,0.008976463300734944
2020-02-22,0.0017790004970815137
2020-02-23,0.02537223191514476
2020-02-24,-0.0383347676292683
2020-02-25,-0.054372473866523045
2020-02-26,-0.07932527300553142
2020-02-27,0.018023192515648136
2020-02-28,-0.006172130164714384
2020-02-29,-0.017746599388889003
2020-03-01,-0.008445943166519468
2020-03-02,0.04110874491858385
2020-03-03,-0.01564348214157147
2020-03-04,-0.0006309264187155238
2020-03-05,0.0260399066106942
2020-03-06,0.014724820813522254
2020-03-07,-0.027158529014871077
2020-03-08,-0.1163722589659642
2020-03-09,0.001150008451307455
2020-03-10,0.009824772390840052
2020-03-11,-0.013745693947790646
2020-03-12,-0.3414559615322613
2020-03-13,0.13480350997520885
2020-03-14,-0.07265228829509983
2020-03-15,0.04255109252092691
2020-03-16,-0.07952450643587199
2020-03-17,0.029665387450224602
2020-03-18,-0.006260860056423286
2020-03-19,0.16164203371905
2020-03-20,-0.034689600413576854
2020-03-21,0.005271675577667562
2020-03-22,-0.052401316233281744
2020-03-23,0.06330827071754226
2020-03-24,0.03624327398599381
2020-03-25,-0.0050439223899943686
2020-03-26,0.06018497180137566
2020-03-27,-0.005963278739847014
2020-03-28,-0.011926189470954517
2020-03-29,-0.06312408151496235
2020-03-30,0.06108691819858548
2020-03-31,0.01023683398616751
2020-04-01,0.01070619477272406
2020-04-02,0.021652536085571855
2020-04-03,0.0006892696692214987
2020-04-04,0.014752209791528819
2020-04-05,-0.012310177082930168
2020-04-06,0.0842040924491714
2020-04-07,-0.01618947268341302
2020-04-08,0.03876307391770564
2020-04-09,-0.010481344176018719
2020-04-10,-0.05600168694877091
2020-04-11,0.0019898356424914434
2020-04-12,0.012568546042180335
2020-04-13,-0.014227773475983922
2020-04-14,-0.009151891693266677
2020-04-15,-0.024076866451890333
2020-04-16,0.055370836993984596
2020-04-17,-0.00048083439845131065
2020-04-18,0.024225540882243497
2020-04-19,-0.017514503517597278
2020-04-20,-0.039823262072867516
2020-04-21,0.0031643609161214536
2020-04-22,0.02404136313356684
2020-04-23,0.026911125746680392
2020-04-24,0.011978342577059854
2020-04-25,0.005814248437138916
2020-04-26,0.010595883107515977
2020-04-27,0.008619731193038289
2020-04-28,0.06303798388606727
2020-04-29,0.0764296757765014
2020-04-30,-0.05040102792723466
2020-05-01,0.028541292630384248
2020-05-02,0.019146824071812035
2020-05-03,-0.01718956603098212
2020-05-04,-0.000957110571306464
2020-05-05,-0.00512246761776811
2020-05-06,0.004517113768222861
2020-05-07,0.033701596498966604
2020-05-08,-0.000250134108760488
2020-05-09,-0.01680010910878399
2020-05-10,-0.0866135075100613
2020-05-11,-0.019847182753312646
2020-05-12,0.019915342967171745
2020-05-13,0.02920365634297029
2020-05-14,0.020399697070959975
2020-05-15,-0.026865821419582298
2020-05-16,0.0055181828100895865
2020-05-17,0.013473967505828334
2020-05-18,0.015480452140936731
2020-05-19,-0.003887777964750042
2020-05-20,-0.014237994329116937
2020-05-21,-0.035283382881087684
2020-05-22,0.020747619851579604
2020-05-23,-0.004406172307557568
2020-05-24,-0.02547544759257512
2020-05-25,0.010740720336299107
2020-05-26,-0.014383838505864846
2020-05-27,0.02560230959334009
2020-05-28,0.02076037694914748
2020-05-29,-0.01058636062542103
2020-05-30,0.03618265346745171
2020-05-31,-0.018582292402020324
2020-06-01,0.04741589755166845
2020-06-02,-0.043511543225809
2020-06-03,0.007027342765030466
2020-06-04,0.008936618456157988
2020-06-05,-0.007098793794256578
2020-06-06,-0.0036538358752211614
2020-06-07,0.004250661696947457
2020-06-08,0.0014986789784214557
2020-06-09,-0.005385238658788092
2020-06-10,0.005459349853793888
2020-06-11,-0.06073135438667544
2020-06-12,0.018991516088076008
2020-06-13,-0.003227150647690458
2020-06-14,-0.008186123842193593
2020-06-15,0.007371700537920894
2020-06-16,-0.003782583621255323
2020-06-17,0.006137413780255231
2020-06-18,-0.011206278222765285
2020-06-19,-0.019291727759139794
2020-06-20,0.007875149835120623
2020-06-21,-0.011753768597012765
2020-06-22,0.02479838727205431
2020-06-23,-0.0027913582965381238
2020-06-24,-0.02612346917206807
2020-06-25,-0.004227020554728556
2020-06-26,-0.006678427167221269
2020-06-27,-0.02630358090080492
2020-06-28,0.006536250921767754
2020-06-29,0.0025732834239928807
2020-06-30,-0.009990711293829524
2020-07-01,0.007338721559737022
2020-07-02,-0.002246860970393812
2020-07-03,-0.004782620204479919
2020-07-04,0.008068938126019963
2020-07-05,-0.005718479152617129
2020-07-06,0.05590059282112397
2020-07-07,-0.018029849687252877
2020-07-08,0.08182585068070423
2020-07-09,-0.010820172649337101
2020-07-10,-0.014831877577040475
2020-07-11,0.007860998158235696
2020-07-12,-0.0011769178358638278
2020-07-13,-0.007965834986255707
2020-07-14,0.000821697064009541
2020-07-15,-0.007638549687345619
2020-07-16,-0.012927589940054648
2020-07-17,0.0014628470953563593
2020-07-18,0.018685064871117676
2020-07-19,0.00012184852988724013
2020-07-20,-0.01515753309267056
2020-07-21,0.02095074399776381
2020-07-22,0.020178730887206873
2020-07-23,0.016457544063602652
2020-07-24,-0.013383706435000631
2020-07-25,0.03917655776230053
2020-07-26,0.00979033270331824
2020-07-27,0.060621172088657166
2020-07-28,0.018835518786204826
2020-07-29,0.044444967792235175
2020-07-30,0.004427281792671014
2020-07-31,0.04722240190538268
2020-08-01,0.09499796990476582
2020-08-02,-0.023559921287856903
2020-08-03,0.061520345586934505
2020-08-04,-0.022631775667627585
2020-08-05,0.020738051503417666
2020-08-06,0.0014512924626335845
2020-08-07,-0.025223242971026835
2020-08-08,0.0022967608507087406
2020-08-09,-0.01487443926129425
2020-08-10,0.019792690922931407
2020-08-11,-0.036026730814476986
2020-08-12,0.005659637505888981
2020-08-13,0.03701953760991115
2020-08-14,0.005717801193647719
2020-08-15,0.000728342530560848
2020-08-16,0.009718984220047699
2020-08-17,0.035181392298369286
2020-08-18,-0.0320484355212064
2020-08-19,-0.03616172661292217
2020-08-20,0.008658377782217007
2020-08-21,-0.03580376097841737
2020-08-22,0.017042470810450336
2020-08-23,-0.003290638601910389
2020-08-24,0.012246664143224402
2020-08-25,-0.03776277799517609
2020-08-26,0.0020287279532643122
2020-08-27,-0.03731234022611054
2020-08-28,0.02581905002547549
2020-08-29,0.005477908218755819
2020-08-30,0.027212866249441366
2020-08-31,-0.003937033116792788
2020-09-01,0.042244495069361
2020-09-02,-0.05962984674666941
2020-09-03,-0.10642302181785959
2020-09-04,0.03430810978524976
2020-09-05,-0.059841597967157587
2020-09-06,0.012233169772021898
2020-09-07,0.006777723109714166
2020-09-08,-0.022551593994008426
2020-09-09,0.011735070603975488
2020-09-10,0.015029719990211413
2020-09-11,0.00037224043158853924
2020-09-12,0.014318409356573391
2020-09-13,-0.0204910471412688
2020-09-14,0.02335121691076302
2020-09-15,-0.0039462238683381275
2020-09-16,0.016417730049278736
2020-09-17,0.011729166807678302
2020-09-18,-0.004292266848608674
2020-09-19,0.00684446824798816
2020-09-20,-0.018095671465426618
2020-09-21,-0.05461543413171403
2020-09-22,0.006027509183992167
2020-09-23,-0.04509254216325945
2020-09-24,0.05203860500237223
2020-09-25,0.02558522485731024
2020-09-26,0.002280354728303874
2020-09-27,0.0024062594871554046
2020-09-28,-0.00438247965314353
2020-09-29,0.0075294637222522815
2020-09-30,-0.005675212565175198
2020-10-01,-0.014819859523110471
2020-10-02,-0.013475197436615363
2020-10-03,-0.0043012438388660285
2020-10-04,0.04815390186136126
2020-10-05,0.01233680504790111
2020-10-06,-0.020566303167940593
2020-10-07,0.011006866184879243
2020-10-08,0.015055592878029954
2020-10-09,0.009714917712639295
2020-10-10,0.008350761476479694
2020-10-11,0.006248584268946594
2020-10-12,0.006402899562170708
2020-10-13,-0.0036104920664204957
2020-10-14,-0.018899008258844035
2020-10-15,-0.008275569588799487
2020-10-16,-0.020225096359156643
2020-10-17,0.002364773799403561
2020-10-18,0.00702244270233319
2020-10-19,0.017506029737948944
2020-10-20,-0.002549353556574447
2020-10-21,0.04560751937644178
2020-10-22,0.01784790994045767
2020-10-23,-0.006089276613727674
2020-10-24,0.00829674211027055
2020-10-25,-0.010598052289766617
2020-10-26,-0.011665709933350563
2020-10-27,0.024916704687010016
2020-10-28,-0.02788105919093449
2020-10-29,-0.00661620567498915
2020-10-30,-0.006730924516045459
2020-10-31,0.0067109250357827435
2020-11-01,-0.0007731665332633686
2020-11-02,-0.01688721471970076
2020-11-03,0.02091206149261516
2020-11-04,-0.0012376542938011452
2020-11-05,0.05364174799943936
2020-11-06,0.03623626802342735
2020-11-07,-0.03801311392937406
2020-11-08,0.025071042491660634
2020-11-09,-0.011674582222024566
2020-11-10,0.008142963391679954
2020-11-11,0.014384026371922735
2020-11-12,0.006944752125340429
2020-11-13,0.02932112734804295
2020-11-14,0.0039461906069323
2020-11-15,0.0013852685314277493
2020-11-16,0.055609694928067624
2020-11-17,0.05811027836665274
2020-11-18,-0.01654256236090059
2020-11-19,0.023182503788310653
2020-11-20,0.06982374556343751
2020-11-21,0.28149667741449896
2020-11-22,-0.02688548073931813
2020-11-23,0.2716384348967715
2020-11-24,0.10191044507350167
2020-11-25,-0.0636598647741412
2020-11-26,-0.1388133629355351
2020-11-27,0.034150042574691265
2020-11-28,0.09439905935816416
2020-11-29,-0.014347961863901743
2020-11-30,0.09110807964731871
2020-12-01,-0.0670374768070714
2020-12-02,0.025784895793278736
2020-12-03,0.005501910825775807
2020-12-04,-0.09441539690668592
2020-12-05,0.041603275739686224
2020-12-06,0.04583468487544917
2020-12-07,-0.0147868572249563
2020-12-08,-0.07149473822581578
2020-12-09,0.03507288748314572
2020-12-10,-0.01745055693898365
2020-12-11,-0.03600685686257725
2020-12-12,-0.03989255912542907
2020-12-13,0.01233820061783725
2020-12-14,-0.017447710607210346
2020-12-15,-0.037250916305067314
2020-12-16,0.1775818892502749
2020-12-17,0.030497495786055456
2020-12-18,0.01359548955376116
2020-12-19,0.0030334869482775096
2020-12-20,-0.03304800276949433
2020-12-21,-0.058189642337397846
2020-12-22,-0.08127221323894271
2020-12-23,-0.30639700126492464
2020-12-24,0.22310967870455856
2020-12-25,-0.029924528842237175
2020-12-26,-0.031060962181349037
2020-12-27,-0.02986625138749139
2020-12-28,-0.07873016696300461
2020-12-29,-0.07409561001634855
2020-12-30,-0.01349400092618188
2020-12-31,0.02842827645762668
2021-01-01,0.060426652943013553
2021-01-02,-0.01971966980235857
2021-01-03,0.01934400997011826
2021-01-04,0.026735332476068
2021-01-05,-0.011248100468116053
2021-01-06,0.09971785548725826
2021-01-07,0.23215069900544033
2021-01-08,0.004557741408244569
2021-01-09,0.004188286681349086
2021-01-10,-0.03234907453892271
2021-01-11,-0.0866956399216156
2021-01-12,-0.0056054147513327456
2021-01-13,0.061821455237572306
2021-01-14,-0.008862246844319202
2021-01-15,-0.05362268085334543
2021-01-16,-0.005681598142860201
2021-01-17,-0.010207712988596723
2021-01-18,0.02569299468235061
2021-01-19,0.019267415271447298
2021-01-20,0.00107686831469415
2021-01-21,-0.10462025451744936
2021-01-22,0.030790849850418495
2021-01-23,-0.010836345597090569
2021-01-24,0.006415705411998596
2021-01-25,-0.010746028906980462
2021-01-26,0.0011457311019088105
2021-01-27,-0.06362829098111791
2021-01-28,0.06332910051182182
2021-01-29,0.05584862053475962
2021-01-30,0.3961886020648854
2021-01-31,0.07390437236052652
2021-02-01,-0.1700160681410224
2021-02-02,0.012908980798698868
2021-02-03,0.06256928185982345
2021-02-04,0.09104147681746676
2021-02-05,0.015337978353437353
2021-02-06,-0.00864385424429553
2021-02-07,-0.03678134707874692
2021-02-08,0.10511827719917591
2021-02-09,0.04021262544930669
2021-02-10,0.037368885225756834
2021-02-11,0.04945672513578259
2021-02-12,0.11060668078076495
2021-02-13,0.021284506572677393
2021-02-14,-0.029188102216733312
2021-02-15,-0.05858195972767004
2021-02-16,-0.02856588469755953
2021-02-17,0.03747120448499416
2021-02-18,-0.006730744008344641
2021-02-19,0.06976752527946672
2021-02-20,-0.060716627929997026
2021-02-21,0.0499755968195805
2021-02-22,0.013011768055252882
2021-02-23,-0.15057616141399294
2021-02-24,0.002679290045185576
2021-02-25,-0.07132482700539267
2021-02-26,-0.0154685684476089
2021-02-27,0.015443349045491696
2021-02-28,-0.04360536353322518
2021-03-01,0.0841629330744648
2021-03-02,-0.023841972653687413
2021-03-03,0.03481784131209509
2021-03-04,0.04570080186570179
2021-03-05,-0.03924847983120526
2021-03-06,0.010709852808224217
2021-03-07,0.016375007052477866
2021-03-08,0.016135174442993644
2021-03-09,0.03292846049511005
2021-03-10,-0.026942937015525865
2021-03-11,-0.006237485787121334
2021-03-12,-0.020879834013403004
2021-03-13,0.0500799855252646
2021-03-14,-0.03667328790091153
2021-03-15,-0.02401237970546213
2021-03-16,0.04521575805117244
2021-03-17,0.025643939217607978
2021-03-18,-0.0042660845060231555
2021-03-19,-0.0001560950330768856
2021-03-20,0.08371858284004274
2021-03-21,-0.013570902632687766
2021-03-22,0.02581128522622457
2021-03-23,0.009689057197429803
2021-03-24,-0.09667460234343031
2021-03-25,0.03559412914492974
