Date,rv_5d,rv_10d,rv_20d,ret_1d_sum,ret_5d_sum,ret_10d_sum
2020-01-31,0.35402405550759114,0.5502014828787749,0.6410593591303976,-0.05160816603341977,-0.050658839444095,0.003265393575775953
2020-02-03,0.32624841401585436,0.5602550867783609,0.6487993931397604,-0.021786913186008068,-0.0805395642100811,-0.01801724377703606
2020-02-04,0.47630682293117466,0.3615089241315113,0.6531797555683778,0.03749714103759509,-0.03792973239199655,-0.07108967852810436
2020-02-05,0.4786210293064539,0.350833827048529,0.6296719775016901,0.0027874070406626273,-0.023105679175002464,-0.04324444366538926
2020-02-06,0.48484018867724943,0.3569067596337445,0.6266893226150808,0.013696405247185406,-0.01941412589398471,-0.016215888030299188
2020-02-07,0.3050562292224545,0.364543804693343,0.595188129264169,0.014117124998899794,0.04631116513833486,-0.0043476743057601595
2020-02-10,0.17979749544282161,0.3719079793794796,0.5888689541533004,0.016753862231049937,0.08485194055539286,0.004312376345311755
2020-02-11,0.18083349661603706,0.3776108151980316,0.4668721209740887,-0.01399967905867132,0.03335512045912645,-0.004574611932870112
2020-02-12,0.18294661014605393,0.37260915213795687,0.46667031997087083,0.0011126426152910877,0.03168035603375491,0.008574676858752428
2020-02-13,0.21523701889288313,0.3766918428093884,0.43926425781470085,-0.015592177796384872,0.002391772990184631,-0.01702235290380009
2020-02-14,0.2335895962500083,0.27854960725767297,0.4379168038311022,0.019315995991466467,0.007590643982751303,0.05390180912108615
2020-02-18,0.23299345385689713,0.24170260290430953,0.4402436972930182,0.016571877467229303,0.0074086592189306685,0.09226059977432352
2020-02-19,0.23105821654499678,0.20836921693367016,0.31815570779128377,0.02411954810024448,0.045527886377846466,0.0788830068369729
2020-02-20,0.3302487548087782,0.2679683440893988,0.32058364397750255,-0.02737585988721728,0.017039383875338102,0.04871973990909299
2020-02-21,0.35900223580756485,0.29612960492571244,0.32862396184721404,-0.024331995029803825,0.008299566641919148,0.01069133963210376
2020-02-24,0.4006545022208562,0.34020358999238154,0.3538375954986192,-0.03841707161881492,-0.04943350096836224,-0.04184285698561095
2020-02-25,0.3601979462383584,0.3485081386149966,0.36862777492893767,-0.03467849265441058,-0.10068387109000211,-0.09327521187107146
2020-02-26,0.33347743606895014,0.3733674463099247,0.3780155839853499,0.01979562179553501,-0.10500779739471158,-0.059479911016865145
2020-02-27,0.42197044717159965,0.45227330702630353,0.4270272156484868,-0.06089917899213726,-0.13853111649963157,-0.1214917326242935
2020-02-28,0.5315495463022436,0.5555817310036886,0.4931253209555019,-0.079630157603235,-0.19382927907306274,-0.18552971243114363
2020-03-02,0.9350565976155113,0.7203059544425162,0.5637642347029973,0.08229735156806191,-0.07311485588618592,-0.12254835685454818
2020-03-03,0.9233758385180556,0.7041833360764969,0.5627378488796754,-0.019100375896682627,-0.057536739128457956,-0.1582206102184601
2020-03-04,1.0136432212632551,0.7665000487352285,0.5845312563794044,0.057267201786380395,-0.020065159137612573,-0.1250729565323242
2020-03-05,0.9752921990083688,0.7806522098784378,0.603281622661423,-0.04604533507403021,-0.005211315219505526,-0.14374243171913714
2020-03-06,0.7649794207810667,0.7797897154915708,0.5995306385501772,-0.0053259113498894325,0.06909293103384004,-0.12473634803922273
2020-03-09,0.7341061347073918,0.8413327965122199,0.6495020222401648,-0.08190922326419266,-0.09511364379841451,-0.16822849968460046
2020-03-10,0.8640831408845614,0.8958770186708623,0.6797979136124873,0.05277404720973504,-0.02323922069199684,-0.08077595982045485
2020-03-11,0.7629339114970859,0.9185175860421887,0.7060251698018547,-0.06380917054141547,-0.14431559301979272,-0.16438075215740533
2020-03-12,0.8963467802683917,0.986365251720059,0.7701608860360026,-0.1017142239060379,-0.1999844818518004,-0.20519579707130597
2020-03-13,1.0664768519250807,0.9869821290916179,0.8058033019174794,0.05213402675796913,-0.14252454374394183,-0.07343161271010185
2020-03-16,1.2731385687673644,1.0534633679119856,0.9132127768476567,-0.14340386594920235,-0.20401918642895153,-0.2991328302273661
2020-03-17,1.1397706379473416,1.0711344564468133,0.910656100313017,0.011308409276617831,-0.24548482436206873,-0.26872404505406566
2020-03-18,1.1407917916192483,0.984024728427872,0.906955835393329,-0.06531764730302829,-0.24699330112368156,-0.3913088941434743
2020-03-19,1.137289770210931,1.0322211303739992,0.9254826046191774,0.027543916366089567,-0.11773516085155408,-0.31771964270335457
2020-03-20,0.971922002701484,1.0236971538833255,0.9255018913044083,-0.025183637840915808,-0.19505282545043906,-0.3375773691943809
2020-03-23,0.5080699851159336,0.9937652308949809,0.9242414803174506,-0.014269631538041639,-0.06591859103927834,-0.2699377774682299
2020-03-24,1.0965742190120011,1.2187018808532073,1.0727922988560012,0.1367650816321003,0.059538081316204125,-0.18594674304586464
2020-03-25,0.9107808946308447,1.2214131488975697,1.0825761174040847,0.03949131005939346,0.16434703867862588,-0.08264626244505571
2020-03-26,0.9202177579392139,1.1179240916523772,1.0708118529372204,0.012455491635699156,0.14925861394823545,0.03152345309668135
2020-03-27,1.027753985990993,1.1171719608551967,1.0540919976277991,-0.05602887403282154,0.11841337775632972,-0.07663944769410933
2020-03-30,0.9903385273819402,0.8561939491716514,1.0060919530759709,0.013731737019437898,0.14641474631380924,0.08049615527453093
2020-03-31,0.5029711450547734,0.8563185067967418,1.006727181334467,0.0029424421005392063,0.012592106782248157,0.0721301880984523
2020-04-01,0.47306860027909325,0.8163793930704515,0.9824706270013718,-0.044302293915513685,-0.07120149719265899,0.0931455414859669
